part_id,word,jelly_fish,artificial_intelligence,god,virus,human,chimpanzee,robot,rock,autonomous_car,computer
6305770.0,jelly_fish,,2813.0,2297.0,10612.0,4565.0,2102.0,2114.0,5373.0,21905.0,4564.0
6305770.0,artificial_intelligence,2813.0,,2574.0,2224.0,5806.0,2545.0,2517.0,5605.0,4411.0,3103.0
6305770.0,god,2297.0,2574.0,,4443.0,2035.0,8766.0,15668.0,5319.0,3731.0,2091.0
6305770.0,virus,10612.0,2224.0,4443.0,,27925.0,29971.0,3552.0,2722.0,2498.0,2829.0
6305770.0,human,4565.0,5806.0,2035.0,27925.0,,4698.0,2345.0,2350.0,3392.0,3945.0
6305770.0,chimpanzee,2102.0,2545.0,8766.0,29971.0,4698.0,,3349.0,6201.0,2727.0,2321.0
6305770.0,robot,2114.0,2517.0,15668.0,3552.0,2345.0,3349.0,,1989.0,3446.0,13098.0
6305770.0,rock,5373.0,5605.0,5319.0,2722.0,2350.0,6201.0,1989.0,,2562.0,2216.0
6305770.0,autonomous_car,21905.0,4411.0,3731.0,2498.0,3392.0,2727.0,3446.0,2562.0,,8834.0
6305770.0,computer,4564.0,3103.0,2091.0,2829.0,3945.0,2321.0,13098.0,2216.0,8834.0,
6305774.0,jelly_fish,,2664.0,3242.9000000003725,6677.5,2948.60000000149,2813.9000000003725,2868.4000000003725,2429.800000000745,2010.300000000745,6857.89999999851
6305774.0,artificial_intelligence,2664.0,,2629.2000000011176,3207.10000000149,3046.5,2181.5,2438.800000000745,2749.0,2573.89999999851,2861.2000000011176
6305774.0,god,3242.9000000003725,2629.2000000011176,,2805.9000000003725,2254.800000000745,2596.2999999988824,13424.39999999851,4080.800000000745,3242.0999999996275,45845.70000000112
6305774.0,virus,6677.5,3207.10000000149,2805.9000000003725,,2142.5,3667.0,1758.2000000011176,4293.200000001118,22157.400000000373,3045.9000000003725
6305774.0,human,2948.60000000149,3046.5,2254.800000000745,2142.5,,2853.4000000003725,2233.2999999988824,2248.7999999988824,2743.5,2648.5
6305774.0,chimpanzee,2813.9000000003725,2181.5,2596.2999999988824,3667.0,2853.4000000003725,,2841.4000000003725,2768.5999999996275,2325.5,2142.9000000003725
6305774.0,robot,2868.4000000003725,2438.800000000745,13424.39999999851,1758.2000000011176,2233.2999999988824,2841.4000000003725,,2768.0999999996275,4520.699999999255,1981.5999999996277
6305774.0,rock,2429.800000000745,2749.0,4080.800000000745,4293.200000001118,2248.7999999988824,2768.5999999996275,2768.0999999996275,,2426.199999999255,7923.0999999996275
6305774.0,autonomous_car,2010.300000000745,2573.89999999851,3242.0999999996275,22157.400000000373,2743.5,2325.5,4520.699999999255,2426.199999999255,,4676.599999999628
6305774.0,computer,6857.89999999851,2861.2000000011176,45845.70000000112,3045.9000000003725,2648.5,2142.9000000003725,1981.5999999996277,7923.0999999996275,4676.599999999628,
6305771.0,jelly_fish,,11641.59999999404,4200.699999988079,3192.2999999821186,2497.0,10636.09999999404,4048.300000011921,3014.300000011921,6229.299999982119,5889.100000023842
6305771.0,artificial_intelligence,11641.59999999404,,9253.899999976158,6688.299999982119,6456.199999988079,5743.0,3750.699999988079,6990.800000011921,3256.5,4115.800000011921
6305771.0,god,4200.699999988079,9253.899999976158,,2633.7999999821186,3432.5999999940395,3719.59999999404,3326.5,3796.199999988079,13495.70000001788,5795.0
6305771.0,virus,3192.2999999821186,6688.299999982119,2633.7999999821186,,13006.59999999404,3986.199999988079,3153.399999976158,3966.2000000178814,4522.0,2177.699999988079
6305771.0,human,2497.0,6456.199999988079,3432.5999999940395,13006.59999999404,,24540.30000001192,2865.199999988079,7801.399999976158,3446.800000011921,2287.4000000059605
6305771.0,chimpanzee,10636.09999999404,5743.0,3719.59999999404,3986.199999988079,24540.30000001192,,6607.09999999404,13200.0,4246.699999988079,2829.0
6305771.0,robot,4048.300000011921,3750.699999988079,3326.5,3153.399999976158,2865.199999988079,6607.09999999404,,7794.90000000596,3955.59999999404,5143.59999999404
6305771.0,rock,3014.300000011921,6990.800000011921,3796.199999988079,3966.2000000178814,7801.399999976158,13200.0,7794.90000000596,,13381.19999998808,5427.09999999404
6305771.0,autonomous_car,6229.299999982119,3256.5,13495.70000001788,4522.0,3446.800000011921,4246.699999988079,3955.59999999404,13381.19999998808,,8320.59999999404
