Event Index,UTC Timestamp,UTC Date,Local Timestamp,Local Timezone,Local Date,Experiment ID,Experiment Version,Tree Node Key,Repeat Key,Schedule ID,Participant Public ID,Participant Private ID,Participant Starting Group,Participant Status,Participant Completion Code,Participant External Session ID,Participant Device Type,Participant Device,Participant OS,Participant Browser,Participant Monitor Size,Participant Viewport Size,Checkpoint,Task Name,Task Version,Randomise questionnaire elements?,Question Key,Response
1,1642617111066,19/01/2022 18:31:51,1642617110189,1,19/01/2022 19:31:50,70408,19,questionnaire-vssi,,18653780,6155dbebf281b0d024a1547e,5521596,,complete,,61e855e406e71b4605d888b6,computer,Desktop or Laptop,Windows 10,Chrome 97.0.4692.71,1920x1080,1920x937,,goodbye,1,No,BEGIN QUESTIONNAIRE,
2,1642617114602,19/01/2022 18:31:54,1642617113740,1,19/01/2022 19:31:53,70408,19,questionnaire-vssi,,18653780,6155dbebf281b0d024a1547e,5521596,,complete,,61e855e406e71b4605d888b6,computer,Desktop or Laptop,Windows 10,Chrome 97.0.4692.71,1920x1080,1920x937,,goodbye,1,No,END QUESTIONNAIRE,3551
1,1642617150001,19/01/2022 18:32:30,1642617149524,-3,19/01/2022 15:32:29,70408,19,questionnaire-vssi,,18653797,6063211b7de1f848fb436f5c,5521621,,complete,,61e856196cb6b813c74963f4,computer,Desktop or Laptop,Windows 10,Firefox 96.0,1366x768,1366x615,,goodbye,1,No,BEGIN QUESTIONNAIRE,
2,1642617156029,19/01/2022 18:32:36,1642617155603,-3,19/01/2022 15:32:35,70408,19,questionnaire-vssi,,18653797,6063211b7de1f848fb436f5c,5521621,,complete,,61e856196cb6b813c74963f4,computer,Desktop or Laptop,Windows 10,Firefox 96.0,1366x768,1366x615,,goodbye,1,No,END QUESTIONNAIRE,6079
1,1642617241275,19/01/2022 18:34:01,1642617241648,2,19/01/2022 20:34:01,70408,19,questionnaire-vssi,,18653853,5ea352855d02232c906f62d8,5521583,,complete,,61e855ab445cf7787765af52,computer,Desktop or Laptop,Windows 10,Chrome 97.0.4692.71,1366x768,1366x663,,goodbye,1,No,BEGIN QUESTIONNAIRE,
2,1642617253706,19/01/2022 18:34:13,1642617254123,2,19/01/2022 20:34:14,70408,19,questionnaire-vssi,,18653853,5ea352855d02232c906f62d8,5521583,,complete,,61e855ab445cf7787765af52,computer,Desktop or Laptop,Windows 10,Chrome 97.0.4692.71,1366x768,1366x663,,goodbye,1,No,END QUESTIONNAIRE,12475
1,1642617337970,19/01/2022 18:35:37,1642617337261,1,19/01/2022 19:35:37,70408,19,questionnaire-vssi,,18653894,5e5b08677394743009ffcc8b,5521624,,complete,,61e856260605f65bdffeeba4,computer,Desktop or Laptop,Windows 10,Chrome 97.0.4692.71,1920x1080,1920x969,,goodbye,1,No,BEGIN QUESTIONNAIRE,
2,1642617344634,19/01/2022 18:35:44,1642617343989,1,19/01/2022 19:35:43,70408,19,questionnaire-vssi,,18653894,5e5b08677394743009ffcc8b,5521624,,complete,,61e856260605f65bdffeeba4,computer,Desktop or Laptop,Windows 10,Chrome 97.0.4692.71,1920x1080,1920x969,,goodbye,1,No,END QUESTIONNAIRE,6728
1,1642617390069,19/01/2022 18:36:30,1642617386276,0,19/01/2022 18:36:26,70408,19,questionnaire-vssi,,18653938,5ebc6f18c323480b94409c78,5521570,,complete,,61e85590dbc41b8b164d581c,computer,Desktop or Laptop,Windows 10,Chrome 97.0.4692.71,1366x768,1366x629,,goodbye,1,No,BEGIN QUESTIONNAIRE,
2,1642617393484,19/01/2022 18:36:33,1642617389724,0,19/01/2022 18:36:29,70408,19,questionnaire-vssi,,18653938,5ebc6f18c323480b94409c78,5521570,,complete,,61e85590dbc41b8b164d581c,computer,Desktop or Laptop,Windows 10,Chrome 97.0.4692.71,1366x768,1366x629,,goodbye,1,No,END QUESTIONNAIRE,3448
1,1642617464754,19/01/2022 18:37:44,1642617402536,2,19/01/2022 20:36:42,70408,19,questionnaire-vssi,,18653977,6131cf33d4b5c450b104ca9e,5521554,,complete,,61e85537223726ba66f865c9,computer,Desktop or Laptop,Windows 10,Chrome 97.0.4692.71,1366x768,1366x625,,goodbye,1,No,BEGIN QUESTIONNAIRE,
2,1642617466655,19/01/2022 18:37:46,1642617404475,2,19/01/2022 20:36:44,70408,19,questionnaire-vssi,,18653977,6131cf33d4b5c450b104ca9e,5521554,,complete,,61e85537223726ba66f865c9,computer,Desktop or Laptop,Windows 10,Chrome 97.0.4692.71,1366x768,1366x625,,goodbye,1,No,END QUESTIONNAIRE,1940
1,1642617664135,19/01/2022 18:41:04,1642617664692,1,19/01/2022 19:41:04,70408,19,questionnaire-vssi,,18654096,614d9ea7c87980229c834d21,5522048,,complete,,61e85840223726ba66f86603,computer,Desktop or Laptop,Windows 10,Chrome 97.0.4692.71,1440x900,1440x767,,goodbye,1,No,BEGIN QUESTIONNAIRE,
2,1642617665611,19/01/2022 18:41:05,1642617666202,1,19/01/2022 19:41:06,70408,19,questionnaire-vssi,,18654096,614d9ea7c87980229c834d21,5522048,,complete,,61e85840223726ba66f86603,computer,Desktop or Laptop,Windows 10,Chrome 97.0.4692.71,1440x900,1440x767,,goodbye,1,No,END QUESTIONNAIRE,1510
1,1642617692125,19/01/2022 18:41:32,1642617691948,1,19/01/2022 19:41:31,70408,19,questionnaire-vssi,,18654112,6143273ed573af378dd0a0cb,5522038,,complete,,61e858df851fcb8d4951ece7,computer,Desktop or Laptop,Windows 10,Chrome 97.0.4692.71,1920x1080,1920x941,,goodbye,1,No,BEGIN QUESTIONNAIRE,
2,1642617695491,19/01/2022 18:41:35,1642617695374,1,19/01/2022 19:41:35,70408,19,questionnaire-vssi,,18654112,6143273ed573af378dd0a0cb,5522038,,complete,,61e858df851fcb8d4951ece7,computer,Desktop or Laptop,Windows 10,Chrome 97.0.4692.71,1920x1080,1920x941,,goodbye,1,No,END QUESTIONNAIRE,3426
1,1642617744994,19/01/2022 18:42:24,1642617745740,1,19/01/2022 19:42:25,70408,19,questionnaire-vssi,,18654144,60399236302d0732bdb88541,5522033,,complete,,61e858bbdb9c1e3dac6fe7a6,computer,Desktop or Laptop,Windows 10,Firefox 96.0,1536x864,1536x711,,goodbye,1,No,BEGIN QUESTIONNAIRE,
2,1642617746367,19/01/2022 18:42:26,1642617747115,1,19/01/2022 19:42:27,70408,19,questionnaire-vssi,,18654144,60399236302d0732bdb88541,5522033,,complete,,61e858bbdb9c1e3dac6fe7a6,computer,Desktop or Laptop,Windows 10,Firefox 96.0,1536x864,1536x711,,goodbye,1,No,END QUESTIONNAIRE,1375
1,1642619264269,19/01/2022 19:07:44,1642619264153,2,19/01/2022 21:07:44,70408,19,questionnaire-vssi,,18654847,607de1d480f76e94ffb6e0ab,5522396,,complete,,61e85fbc31585bdd0e6808b6,computer,Desktop or Laptop,Linux x86_64,Firefox 94.0,1920x1080,1920x890,,goodbye,1,No,BEGIN QUESTIONNAIRE,
2,1642619266625,19/01/2022 19:07:46,1642619266562,2,19/01/2022 21:07:46,70408,19,questionnaire-vssi,,18654847,607de1d480f76e94ffb6e0ab,5522396,,complete,,61e85fbc31585bdd0e6808b6,computer,Desktop or Laptop,Linux x86_64,Firefox 94.0,1920x1080,1920x890,,goodbye,1,No,END QUESTIONNAIRE,2409
1,1642619383029,19/01/2022 19:09:43,1642619384102,0,19/01/2022 19:09:44,70408,19,questionnaire-vssi,,18654879,60fb0cd3aa10c5ef5100190b,5522400,,complete,,61e85fbb73e60dd891b9bcd9,computer,Desktop or Laptop,Windows 10,Chrome 97.0.4692.71,1920x1080,1920x937,,goodbye,1,No,BEGIN QUESTIONNAIRE,
2,1642619387137,19/01/2022 19:09:47,1642619388265,0,19/01/2022 19:09:48,70408,19,questionnaire-vssi,,18654879,60fb0cd3aa10c5ef5100190b,5522400,,complete,,61e85fbb73e60dd891b9bcd9,computer,Desktop or Laptop,Windows 10,Chrome 97.0.4692.71,1920x1080,1920x937,,goodbye,1,No,END QUESTIONNAIRE,4164
1,1642619717066,19/01/2022 19:15:17,1642619716905,1,19/01/2022 20:15:16,70408,19,questionnaire-vssi,,18655020,5d20e2135278fa00014814c0,5522394,,complete,,61e85fbda0e522973f0eb257,computer,Desktop or Laptop,Mac OS 10.15.6,Safari 15.1,1024x1366,1366x906,,goodbye,1,No,BEGIN QUESTIONNAIRE,
2,1642619724769,19/01/2022 19:15:24,1642619724649,1,19/01/2022 20:15:24,70408,19,questionnaire-vssi,,18655020,5d20e2135278fa00014814c0,5522394,,complete,,61e85fbda0e522973f0eb257,computer,Desktop or Laptop,Mac OS 10.15.6,Safari 15.1,1024x1366,1366x906,,goodbye,1,No,END QUESTIONNAIRE,7744
1,1642621484678,19/01/2022 19:44:44,1642621484755,2,19/01/2022 21:44:44,70408,19,questionnaire-vssi,,18655919,611e3c4f4eae320e94284ea7,5522616,,complete,,61e866c568ff9821500d4c78,computer,Desktop or Laptop,Windows 10,Chrome 97.0.4692.71,1920x1080,1920x937,,goodbye,1,No,BEGIN QUESTIONNAIRE,
2,1642621494587,19/01/2022 19:44:54,1642621494715,2,19/01/2022 21:44:54,70408,19,questionnaire-vssi,,18655919,611e3c4f4eae320e94284ea7,5522616,,complete,,61e866c568ff9821500d4c78,computer,Desktop or Laptop,Windows 10,Chrome 97.0.4692.71,1920x1080,1920x937,,goodbye,1,No,END QUESTIONNAIRE,9960
1,1642624595591,19/01/2022 20:36:35,1642624595502,0,19/01/2022 20:36:35,70408,19,questionnaire-vssi,,18657597,5c38642b1ede2b0001156a1b,5521577,,complete,,61e855aa90a33803cd726173,computer,Desktop or Laptop,Mac OS 10.15.7,Safari 15.0,1440x900,1196x837,,goodbye,1,No,BEGIN QUESTIONNAIRE,
2,1642624597138,19/01/2022 20:36:37,1642624597107,0,19/01/2022 20:36:37,70408,19,questionnaire-vssi,,18657597,5c38642b1ede2b0001156a1b,5521577,,complete,,61e855aa90a33803cd726173,computer,Desktop or Laptop,Mac OS 10.15.7,Safari 15.0,1440x900,1196x837,,goodbye,1,No,END QUESTIONNAIRE,1605
1,1642630305987,19/01/2022 22:11:45,1642630307136,-7,19/01/2022 15:11:47,70408,19,questionnaire-vssi,,18659632,613eba54614a8826b829b734,5521560,,complete,,61e8552e91d4c8419aa3dd37,computer,Desktop or Laptop,Windows 10,Chrome 97.0.4692.71,1366x768,1366x657,,goodbye,1,No,BEGIN QUESTIONNAIRE,
2,1642630311853,19/01/2022 22:11:51,1642630312537,-7,19/01/2022 15:11:52,70408,19,questionnaire-vssi,,18659632,613eba54614a8826b829b734,5521560,,complete,,61e8552e91d4c8419aa3dd37,computer,Desktop or Laptop,Windows 10,Chrome 97.0.4692.71,1366x768,1366x657,,goodbye,1,No,END QUESTIONNAIRE,5401
END OF FILE
