part_id,word,mean_score,score_std,win_prob,win_prob_std,reaction_time_mean,reaction_time_std,sense_prob,sense_std
6265199.0,robot,-0.8888888888888888,2.5221243250702594,0.3333333333333333,0.5,4705.833333333333,1859.6516495026544,,
6265199.0,rock,-2.5555555555555554,0.7264831572567788,0.0,0.0,5335.766666666915,3417.4564031593704,,
6265199.0,artificial_intelligence,0.6666666666666666,2.5495097567963922,0.6666666666666666,0.5,5455.20000000091,2899.013012646614,,
6265199.0,chimpanzee,2.0,1.6583123951777,0.8888888888888888,0.33333333333333337,4383.444444445272,1519.162845212805,,
6265199.0,jelly_fish,1.3333333333333333,2.3452078799117144,0.6666666666666666,0.5,4834.955555556135,1841.329916873753,,
6265199.0,virus,0.8888888888888888,2.5221243250702594,0.6666666666666666,0.5,4661.199999999255,2806.0105354400152,,
6265199.0,human,2.7777777777777777,0.4409585518440984,1.0,0.0,3775.5222222229672,1315.988411591763,,
6265199.0,god,-2.3333333333333335,1.3228756555322954,0.1111111111111111,0.33333333333333337,4393.244444445603,3460.824083982246,,
6265199.0,autonomous_car,-0.7777777777777778,2.223610677354389,0.4444444444444444,0.5270462766947299,4167.63333333325,1311.0506702635976,,
6265199.0,computer,-1.1111111111111112,2.147349787787521,0.2222222222222222,0.44095855184409843,4779.222222222223,2239.9140629592653,,
6265200.0,robot,-0.2222222222222222,2.386303510546059,0.4444444444444444,0.5270462766947299,5590.399999999751,6435.536594177617,,
6265200.0,rock,-2.6666666666666665,0.5,0.0,0.0,18900.533333333,21150.1322413712,,
6265200.0,artificial_intelligence,1.3333333333333333,2.5,0.7777777777777778,0.44095855184409843,10359.844444443783,13957.70966608631,,
6265200.0,chimpanzee,0.1111111111111111,2.5221243250702594,0.5555555555555556,0.5270462766947299,4881.199999999669,6850.372779454705,,
6265200.0,jelly_fish,-1.6666666666666667,1.5,0.1111111111111111,0.33333333333333337,2875.833333334161,2144.0008663702856,,
6265200.0,virus,-1.3333333333333333,1.6583123951776997,0.2222222222222222,0.44095855184409843,11330.122222221973,17510.09201766125,,
6265200.0,human,1.7777777777777777,1.855921454276674,0.8888888888888888,0.33333333333333337,2676.7999999990893,1838.9436335840633,,
6265200.0,god,3.0,0.0,1.0,0.0,1965.3111111116077,501.5055693711978,,
6265200.0,autonomous_car,-0.3333333333333333,2.23606797749979,0.4444444444444444,0.5270462766947299,3399.244444443948,2369.6174006103074,,
6265200.0,computer,0.0,2.6457513110645907,0.5555555555555556,0.5270462766947299,10315.59999999942,17043.466725697952,,
6265201.0,robot,-0.2222222222222222,2.488864087178013,0.3333333333333333,0.5,6757.222222195731,4510.5786194048205,,
6265201.0,rock,-2.0,1.6583123951777,0.1111111111111111,0.33333333333333337,10953.611111111111,8319.484410644984,,
6265201.0,artificial_intelligence,1.0,2.0615528128088303,0.7777777777777778,0.44095855184409843,6424.088888936572,1715.4453273454042,,
6265201.0,chimpanzee,1.5555555555555556,1.4240006242195884,0.8888888888888888,0.33333333333333337,11546.488888872995,9506.972214940108,,
6265201.0,jelly_fish,-1.3333333333333333,1.9999999999999998,0.2222222222222222,0.44095855184409843,9335.344444380866,9159.115231434293,,
6265201.0,virus,0.1111111111111111,1.90029237516523,0.5555555555555556,0.5270462766947299,9027.177777820163,3304.0719834460892,,
6265201.0,human,2.7777777777777777,0.4409585518440984,1.0,0.0,8418.888888888889,5711.682263467846,,
6265201.0,god,-2.2222222222222223,0.4409585518440984,0.0,0.0,7700.888888888889,5492.305437297291,,
6265201.0,autonomous_car,-0.5555555555555556,2.0069324297987157,0.4444444444444444,0.5270462766947299,10806.788888851801,8129.9230436778835,,
6265201.0,computer,0.8888888888888888,2.3154073315749675,0.6666666666666666,0.5,11032.833333280352,8394.895015097114,,
6265213.0,robot,-1.2222222222222223,2.6822461565718467,0.3333333333333333,0.5,3898.8888888888887,2063.0634651195564,,
6265213.0,rock,-0.4444444444444444,2.8333333333333335,0.4444444444444444,0.5270462766947299,2739.222222222222,1443.387229555688,,
6265213.0,artificial_intelligence,-1.7777777777777777,2.223610677354389,0.2222222222222222,0.44095855184409843,4397.111111111111,2456.4170780042855,,
6265213.0,chimpanzee,1.6666666666666667,2.6457513110645907,0.7777777777777778,0.44095855184409843,2646.0,1552.4289838829989,,
