part_id,word,robot,rock,artificial_intelligence,chimpanzee,jelly_fish,virus,human,god,autonomous_car,computer
6265213.0,human,3140.0,2040.0,6428.0,2451.0,3772.0,2996.0,,3027.0,2397.0,2670.0
6265213.0,god,1864.0,1559.0,2157.0,1502.0,1920.0,2009.0,3027.0,,1513.0,3004.0
6265213.0,autonomous_car,4399.0,2395.0,2205.0,1869.0,3196.0,1913.0,2397.0,1513.0,,4471.0
6265213.0,computer,4481.0,3071.0,5029.0,2617.0,2491.0,1629.0,2670.0,3004.0,4471.0,
6265212.0,robot,,3112.9000000953674,4022.599999904633,3112.199999809265,2323.699999809265,6365.799999713898,1806.699999809265,3903.199999809265,5850.200000286102,5294.799999713898
6265212.0,rock,3112.9000000953674,,2282.9000000953674,2416.199999809265,3609.199999809265,2270.800000190735,2061.5,11800.299999713898,2606.099999904633,2401.9000000953674
6265212.0,artificial_intelligence,4022.599999904633,2282.9000000953674,,4155.0,3433.599999904633,9136.599999904633,15383.5,3503.5,3273.0,2825.099999904633
6265212.0,chimpanzee,3112.199999809265,2416.199999809265,4155.0,,3759.800000190735,2363.7999997138977,3325.5,5442.199999809265,2386.2000002861023,6012.199999809265
6265212.0,jelly_fish,2323.699999809265,3609.199999809265,3433.599999904633,3759.800000190735,,2613.4000000953674,5400.0,2607.7999997138977,2781.9000000953674,3048.4000000953674
6265212.0,virus,6365.799999713898,2270.800000190735,9136.599999904633,2363.7999997138977,2613.4000000953674,,2424.0,4197.400000095367,17186.199999809265,1803.5999999046328
6265212.0,human,1806.699999809265,2061.5,15383.5,3325.5,5400.0,2424.0,,3784.400000095368,3052.7999997138977,2118.5
6265212.0,god,3903.199999809265,11800.299999713898,3503.5,5442.199999809265,2607.7999997138977,4197.400000095367,3784.400000095368,,4779.5,9987.900000095367
6265212.0,autonomous_car,5850.200000286102,2606.099999904633,3273.0,2386.2000002861023,2781.9000000953674,17186.199999809265,3052.7999997138977,4779.5,,3998.0
6265212.0,computer,5294.799999713898,2401.9000000953674,2825.099999904633,6012.199999809265,3048.4000000953674,1803.5999999046328,2118.5,9987.900000095367,3998.0,
6265215.0,robot,,5329.0,5703.0,4418.0,2029.0,5542.0,2878.0,1910.0,2837.0,2292.0
6265215.0,rock,5329.0,,2629.0,3127.0,4418.0,2308.0,3038.0,4300.0,2076.0,2524.0
6265215.0,artificial_intelligence,5703.0,2629.0,,3264.0,2280.0,3684.0,1998.0,3914.0,3206.0,2145.0
6265215.0,chimpanzee,4418.0,3127.0,3264.0,,2429.0,6911.0,3373.0,2702.0,4638.0,6449.0
6265215.0,jelly_fish,2029.0,4418.0,2280.0,2429.0,,2164.0,6019.0,2443.0,20181.0,2834.0
6265215.0,virus,5542.0,2308.0,3684.0,6911.0,2164.0,,4423.0,2920.0,3202.0,5988.0
6265215.0,human,2878.0,3038.0,1998.0,3373.0,6019.0,4423.0,,3958.0,3154.0,3150.0
6265215.0,god,1910.0,4300.0,3914.0,2702.0,2443.0,2920.0,3958.0,,2782.0,4369.0
6265215.0,autonomous_car,2837.0,2076.0,3206.0,4638.0,20181.0,3202.0,3154.0,2782.0,,4536.0
6265215.0,computer,2292.0,2524.0,2145.0,6449.0,2834.0,5988.0,3150.0,4369.0,4536.0,
6265209.0,robot,,1929.5999999940395,2550.5,3672.2000000178814,3234.4000000059605,4173.0,5028.700000017881,2756.800000011921,5396.300000011921,4205.600000023842
6265209.0,rock,1929.5999999940395,,4978.300000011921,4115.299999982119,4871.9000000059605,2527.9000000059605,36251.70000001788,4794.199999988079,3717.300000011921,2198.2000000178814
6265209.0,artificial_intelligence,2550.5,4978.300000011921,,2242.0,2330.0,2443.5999999940395,2055.0999999940395,3790.699999988079,2487.300000011921,5090.600000023842
6265209.0,chimpanzee,3672.2000000178814,4115.299999982119,2242.0,,3725.600000023842,2797.7000000178814,5008.0,2877.4000000059605,4840.800000011921,1861.4000000059605
6265209.0,jelly_fish,3234.4000000059605,4871.9000000059605,2330.0,3725.600000023842,,3489.4000000059605,2290.5,1643.7000000178814,2990.0,1837.0999999940395
6265209.0,virus,4173.0,2527.9000000059605,2443.5999999940395,2797.7000000178814,3489.4000000059605,,3948.900000005961,2734.800000011921,6537.59999999404,4625.0
6265209.0,human,5028.700000017881,36251.70000001788,2055.0999999940395,5008.0,2290.5,3948.900000005961,,4832.59999999404,4764.5,7903.0
6265209.0,god,2756.800000011921,4794.199999988079,3790.699999988079,2877.4000000059605,1643.7000000178814,2734.800000011921,4832.59999999404,,4230.799999982119,6289.9000000059605
6265209.0,autonomous_car,5396.300000011921,3717.300000011921,2487.300000011921,4840.800000011921,2990.0,6537.59999999404,4764.5,4230.799999982119,,2733.399999976158
6265209.0,computer,4205.600000023842,2198.2000000178814,5090.600000023842,1861.4000000059605,1837.0999999940395,4625.0,7903.0,6289.9000000059605,2733.399999976158,
6265198.0,robot,,11757.400000000373,6300.099999999628,4390.0,8546.600000000559,17582.199999999255,2703.5,5524.299999999814,7510.799999999814,8887.599999999627
6265198.0,rock,11757.400000000373,,3515.600000000559,2091.2999999998137,2371.600000000559,3319.0999999996275,6843.700000000186,2723.2999999998137,3219.600000000559,3206.5
6265198.0,artificial_intelligence,6300.099999999628,3515.600000000559,,4061.7999999998137,3722.900000000373,5136.5,7350.600000000559,2099.2999999998137,7532.0,5566.599999999628
6265198.0,chimpanzee,4390.0,2091.2999999998137,4061.7999999998137,,10447.700000000186,6515.799999999814,8701.100000000559,3931.599999999628,5892.9000000003725,4159.799999999814
6265198.0,jelly_fish,8546.600000000559,2371.600000000559,3722.900000000373,10447.700000000186,,4094.199999999255,4092.2999999998137,4951.799999999814,3036.7000000001863,3526.7999999998137
6265198.0,virus,17582.199999999255,3319.0999999996275,5136.5,6515.799999999814,4094.199999999255,,3772.200000000186,18992.19999999925,9607.60000000056,18965.60000000056
6265198.0,human,2703.5,6843.700000000186,7350.600000000559,8701.100000000559,4092.2999999998137,3772.200000000186,,3074.0,9117.799999999814,10330.200000000186
6265198.0,god,5524.299999999814,2723.2999999998137,2099.2999999998137,3931.599999999628,4951.799999999814,18992.19999999925,3074.0,,3928.199999999255,6190.5
6265198.0,autonomous_car,7510.799999999814,3219.600000000559,7532.0,5892.9000000003725,3036.7000000001863,9607.60000000056,9117.799999999814,3928.199999999255,,5198.100000000559
6265198.0,computer,8887.599999999627,3206.5,5566.599999999628,4159.799999999814,3526.7999999998137,18965.60000000056,10330.200000000186,6190.5,5198.100000000559,
6265218.0,robot,,2826.199999988079,2501.7999999523163,2106.2999999523163,2763.699999988079,2474.5,3023.300000011921,2505.100000023842,2610.600000023842,4928.0
6265218.0,rock,2826.199999988079,,2512.699999988079,4805.700000047684,2595.399999976158,2202.2999999523163,2325.199999988079,29536.39999997616,5015.199999988079,3226.399999976158
6265218.0,artificial_intelligence,2501.7999999523163,2512.699999988079,,2078.699999988079,2925.699999988079,3089.599999964237,6513.099999964237,4415.199999988079,6464.800000011921,3493.899999976158
6265218.0,chimpanzee,2106.2999999523163,4805.700000047684,2078.699999988079,,3160.900000035763,18622.89999997616,3213.400000035763,2370.699999988079,5490.100000023842,2660.899999976158
6265218.0,jelly_fish,2763.699999988079,2595.399999976158,2925.699999988079,3160.900000035763,,2130.199999988079,4505.099999964237,4317.800000011921,4397.199999988079,4674.200000047684
6265218.0,virus,2474.5,2202.2999999523163,3089.599999964237,18622.89999997616,2130.199999988079,,2660.0,1910.800000011921,3710.899999976158,2666.899999976158
6265218.0,human,3023.300000011921,2325.199999988079,6513.099999964237,3213.400000035763,4505.099999964237,2660.0,,2329.199999988079,2756.699999988079,3917.199999988079
6265218.0,god,2505.100000023842,29536.39999997616,4415.199999988079,2370.699999988079,4317.800000011921,1910.800000011921,2329.199999988079,,2334.300000011921,4379.300000011921
6265218.0,autonomous_car,2610.600000023842,5015.199999988079,6464.800000011921,5490.100000023842,4397.199999988079,3710.899999976158,2756.699999988079,2334.300000011921,,5255.099999964237
6265218.0,computer,4928.0,3226.399999976158,3493.899999976158,2660.899999976158,4674.200000047684,2666.899999976158,3917.199999988079,4379.300000011921,5255.099999964237,
6265220.0,robot,,207471.400000006,2358.699999988079,3089.199999988079,2732.199999988079,33703.09999999404,3392.5,4302.59999999404,16574.40000000596,4172.799999982119
6265220.0,rock,207471.400000006,,2258.7999999821186,4540.100000023842,5188.300000011921,1724.9000000059605,2259.199999988079,2386.699999988079,20578.19999998808,2695.5
6265220.0,artificial_intelligence,2358.699999988079,2258.7999999821186,,4074.800000011921,2209.4000000059605,2513.199999988079,2003.2000000178812,4531.299999982119,3543.9000000059605,1973.9000000059605
6265220.0,chimpanzee,3089.199999988079,4540.100000023842,4074.800000011921,,4118.59999999404,2639.199999988079,2049.699999988079,3962.59999999404,7325.700000017881,3163.2000000178814
6265220.0,jelly_fish,2732.199999988079,5188.300000011921,2209.4000000059605,4118.59999999404,,3166.4000000059605,1951.800000011921,4297.0,6296.199999988079,6561.199999988079
6265220.0,virus,33703.09999999404,1724.9000000059605,2513.199999988079,2639.199999988079,3166.4000000059605,,4820.59999999404,2558.800000011921,4665.0,7391.200000017881
6265220.0,human,3392.5,2259.199999988079,2003.2000000178812,2049.699999988079,1951.800000011921,4820.59999999404,,2449.0999999940395,2844.2000000178814,7030.09999999404
6265220.0,god,4302.59999999404,2386.699999988079,4531.299999982119,3962.59999999404,4297.0,2558.800000011921,2449.0999999940395,,2172.300000011921,3651.5
6265220.0,autonomous_car,16574.40000000596,20578.19999998808,3543.9000000059605,7325.700000017881,6296.199999988079,4665.0,2844.2000000178814,2172.300000011921,,2759.5
6265220.0,computer,4172.799999982119,2695.5,1973.9000000059605,3163.2000000178814,6561.199999988079,7391.200000017881,7030.09999999404,3651.5,2759.5,
6265225.0,robot,,4187.0,8462.0,5833.0,6421.0,3644.0,2756.0,3960.0,4314.0,8630.0
6265225.0,rock,4187.0,,2555.0,2866.0,3915.0,5130.0,2411.0,4855.0,2527.0,4502.0
6265225.0,artificial_intelligence,8462.0,2555.0,,17863.0,6527.0,6284.0,3867.0,3148.0,3651.0,4721.0
6265225.0,chimpanzee,5833.0,2866.0,17863.0,,21509.0,4246.0,10593.0,4267.0,8355.0,2642.0
6265225.0,jelly_fish,6421.0,3915.0,6527.0,21509.0,,2708.0,29009.0,6446.0,20260.0,7388.0
6265225.0,virus,3644.0,5130.0,6284.0,4246.0,2708.0,,2504.0,7508.0,36510.0,5266.0
6265225.0,human,2756.0,2411.0,3867.0,10593.0,29009.0,2504.0,,2707.0,5074.0,7109.0
6265225.0,god,3960.0,4855.0,3148.0,4267.0,6446.0,7508.0,2707.0,,32861.0,6726.0
6265225.0,autonomous_car,4314.0,2527.0,3651.0,8355.0,20260.0,36510.0,5074.0,32861.0,,4999.0
6265225.0,computer,8630.0,4502.0,4721.0,2642.0,7388.0,5266.0,7109.0,6726.0,4999.0,
6265222.0,robot,,3006.9000000059605,3219.79999999702,7237.699999988079,2438.4000000059605,2662.5999999940395,3482.20000000298,27477.90000000596,8527.300000011921,3545.0
6265222.0,rock,3006.9000000059605,,2152.0999999940395,1965.5999999940395,8098.899999991059,2501.0999999940395,3250.5,7465.79999999702,2303.8999999910598,2159.70000000298
6265222.0,artificial_intelligence,3219.79999999702,2152.0999999940395,,6929.20000000298,1989.29999999702,3409.9000000059605,7740.79999999702,6654.0,2972.5,3133.70000000298
6265222.0,chimpanzee,7237.699999988079,1965.5999999940395,6929.20000000298,,3736.6000000089407,3205.79999999702,8037.29999999702,2256.1000000089407,3512.4000000059605,3676.79999999702
6265222.0,jelly_fish,2438.4000000059605,8098.899999991059,1989.29999999702,3736.6000000089407,,5108.9000000059605,8471.60000000894,4602.800000011921,7995.5,3743.29999999702
6265222.0,virus,2662.5999999940395,2501.0999999940395,3409.9000000059605,3205.79999999702,5108.9000000059605,,2780.0999999940395,5951.59999999404,9532.5,4257.699999988079
6265222.0,human,3482.20000000298,3250.5,7740.79999999702,8037.29999999702,8471.60000000894,2780.0999999940395,,3260.6000000089407,3150.29999999702,2442.20000000298
6265222.0,god,27477.90000000596,7465.79999999702,6654.0,2256.1000000089407,4602.800000011921,5951.59999999404,3260.6000000089407,,3574.1000000089407,7690.90000000596
6265222.0,autonomous_car,8527.300000011921,2303.8999999910598,2972.5,3512.4000000059605,7995.5,9532.5,3150.29999999702,3574.1000000089407,,7528.5
6265222.0,computer,3545.0,2159.70000000298,3133.70000000298,3676.79999999702,3743.29999999702,4257.699999988079,2442.20000000298,7690.90000000596,7528.5,
6265227.0,robot,,2111.699999999255,3595.60000000149,2141.29999999702,3854.300000000745,3362.400000002235,3669.5,9968.699999999257,7247.099999997765,4310.5
6265227.0,rock,2111.699999999255,,2243.5,18092.800000000745,9352.300000000743,20536.400000002235,2220.300000000745,3508.89999999851,2605.60000000149,4005.400000002235
6265227.0,artificial_intelligence,3595.60000000149,2243.5,,230137.69999999923,2077.300000000745,2824.29999999702,3267.800000000745,6017.10000000149,3583.800000000745,12483.5
6265227.0,chimpanzee,2141.29999999702,18092.800000000745,230137.69999999923,,5062.39999999851,2263.89999999851,3415.0,12154.800000000743,4572.89999999851,2719.60000000149
6265227.0,jelly_fish,3854.300000000745,9352.300000000743,2077.300000000745,5062.39999999851,,6231.900000002235,2449.39999999851,2370.599999997765,2302.89999999851,2568.60000000149
6265227.0,virus,3362.400000002235,20536.400000002235,2824.29999999702,2263.89999999851,6231.900000002235,,27016.300000000745,4523.099999997765,6576.0,3708.599999997765
6265227.0,human,3669.5,2220.300000000745,3267.800000000745,3415.0,2449.39999999851,27016.300000000745,,10090.199999999257,3792.599999997765,2344.0
6265227.0,god,9968.699999999257,3508.89999999851,6017.10000000149,12154.800000000743,2370.599999997765,4523.099999997765,10090.199999999257,,3351.099999997765,13496.5
6265227.0,autonomous_car,7247.099999997765,2605.60000000149,3583.800000000745,4572.89999999851,2302.89999999851,6576.0,3792.599999997765,3351.099999997765,,3155.5
6265227.0,computer,4310.5,4005.400000002235,12483.5,2719.60000000149,2568.60000000149,3708.599999997765,2344.0,13496.5,3155.5,
6265208.0,robot,,4676.799999713898,10458.0,24573.30000019073,4470.799999713898,3865.89999961853,6844.60000038147,4910.199999809265,4574.0,5753.699999809265
6265208.0,rock,4676.799999713898,,4638.5,7736.599999904633,5872.199999809265,19649.0,6854.0,8502.599999904633,3603.900000095368,6960.099999904633
6265208.0,artificial_intelligence,10458.0,4638.5,,11568.300000190737,6166.200000286102,10269.099999904633,9736.5,8317.0,5321.900000095367,6773.5
6265208.0,chimpanzee,24573.30000019073,7736.599999904633,11568.300000190737,,20256.299999713898,5086.200000286102,3720.400000095368,8768.800000190735,10367.5,7850.0
6265208.0,jelly_fish,4470.799999713898,5872.199999809265,6166.200000286102,20256.299999713898,,2965.0,3950.89999961853,3891.5,5147.900000095367,5699.200000286102
6265208.0,virus,3865.89999961853,19649.0,10269.099999904633,5086.200000286102,2965.0,,3692.300000190735,6280.400000095367,18172.0,6450.799999713898
6265208.0,human,6844.60000038147,6854.0,9736.5,3720.400000095368,3950.89999961853,3692.300000190735,,5517.300000190735,7991.900000095367,6056.800000190735
6265208.0,god,4910.199999809265,8502.599999904633,8317.0,8768.800000190735,3891.5,6280.400000095367,5517.300000190735,,5572.200000286102,6349.200000286102
6265208.0,autonomous_car,4574.0,3603.900000095368,5321.900000095367,10367.5,5147.900000095367,18172.0,7991.900000095367,5572.200000286102,,8590.400000095367
6265208.0,computer,5753.699999809265,6960.099999904633,6773.5,7850.0,5699.200000286102,6450.799999713898,6056.800000190735,6349.200000286102,8590.400000095367,
6265233.0,robot,,7519.099999904633,4414.299999952316,4824.0,5227.800000071526,24020.89999997616,5454.700000047684,9025.899999976158,9868.200000047684,11682.5
6265233.0,rock,7519.099999904633,,11270.600000023842,6020.899999976158,4974.5,5647.100000023842,11503.100000023842,8590.300000071526,4413.300000071526,4402.400000095367
6265233.0,artificial_intelligence,4414.299999952316,11270.600000023842,,10989.199999928474,5897.899999976158,8497.599999904633,3675.100000023842,4520.299999952316,19435.60000002384,6148.0
6265233.0,chimpanzee,4824.0,6020.899999976158,10989.199999928474,,9211.399999976158,29746.80000007153,6852.799999952316,10306.400000095367,6550.899999976158,8077.0
6265233.0,jelly_fish,5227.800000071526,4974.5,5897.899999976158,9211.399999976158,,28688.89999997616,13744.699999928474,6560.0,4669.299999952316,8790.400000095367
6265233.0,virus,24020.89999997616,5647.100000023842,8497.599999904633,29746.80000007153,28688.89999997616,,3910.599999904633,4870.0,14189.0,12150.099999904633
6265233.0,human,5454.700000047684,11503.100000023842,3675.100000023842,6852.799999952316,13744.699999928474,3910.599999904633,,8303.199999928474,9306.599999904633,10291.199999928474
6265233.0,god,9025.899999976158,8590.300000071526,4520.299999952316,10306.400000095367,6560.0,4870.0,8303.199999928474,,3812.0,5578.0
6265233.0,autonomous_car,9868.200000047684,4413.300000071526,19435.60000002384,6550.899999976158,4669.299999952316,14189.0,9306.599999904633,3812.0,,16827.899999976158
6265233.0,computer,11682.5,4402.400000095367,6148.0,8077.0,8790.400000095367,12150.099999904633,10291.199999928474,5578.0,16827.899999976158,
6265239.0,robot,,2306.0,2784.0,11002.0,2883.0,4308.0,3199.0,3468.0,4195.0,3394.0
6265239.0,rock,2306.0,,2231.0,18943.0,4076.0,3224.0,4148.0,3347.0,6711.0,2043.0
6265239.0,artificial_intelligence,2784.0,2231.0,,4360.0,2541.0,3031.0,2494.0,2450.0,3741.0,2785.0
6265239.0,chimpanzee,11002.0,18943.0,4360.0,,2931.0,21461.0,2564.0,2293.0,2859.0,2028.0
6265239.0,jelly_fish,2883.0,4076.0,2541.0,2931.0,,3503.0,2737.0,4287.0,3317.0,2930.0
6265239.0,virus,4308.0,3224.0,3031.0,21461.0,3503.0,,3256.0,2079.0,2673.0,2082.0
6265239.0,human,3199.0,4148.0,2494.0,2564.0,2737.0,3256.0,,3945.0,3700.0,3213.0
6265239.0,god,3468.0,3347.0,2450.0,2293.0,4287.0,2079.0,3945.0,,3784.0,3986.0
6265239.0,autonomous_car,4195.0,6711.0,3741.0,2859.0,3317.0,2673.0,3700.0,3784.0,,1932.0
6265239.0,computer,3394.0,2043.0,2785.0,2028.0,2930.0,2082.0,3213.0,3986.0,1932.0,
6265238.0,robot,,4836.800000071526,4941.199999928474,5350.800000071526,3621.399999976158,5546.899999976158,4111.100000023842,3061.899999976158,5731.100000023842,4669.799999952316
6265238.0,rock,4836.800000071526,,4038.799999952316,5207.0,5819.5,4791.100000023842,3413.100000023842,8583.399999976158,3729.299999952316,3825.700000047684
6265238.0,artificial_intelligence,4941.199999928474,4038.799999952316,,5087.899999976158,4161.200000047684,4627.200000047684,3651.299999952316,3441.0,3870.5,6289.600000023842
6265238.0,chimpanzee,5350.800000071526,5207.0,5087.899999976158,,6599.0,3752.0,6234.0,5750.299999952316,6481.100000023842,5468.900000095367
6265238.0,jelly_fish,3621.399999976158,5819.5,4161.200000047684,6599.0,,5912.900000095367,4512.899999976158,4441.299999952316,4630.5,10788.600000023842
6265238.0,virus,5546.899999976158,4791.100000023842,4627.200000047684,3752.0,5912.900000095367,,3526.200000047684,4117.399999976158,4407.100000023842,4328.399999976158
6265238.0,human,4111.100000023842,3413.100000023842,3651.299999952316,6234.0,4512.899999976158,3526.200000047684,,7697.199999928474,3904.0,3560.8000000715256
6265238.0,god,3061.899999976158,8583.399999976158,3441.0,5750.299999952316,4441.299999952316,4117.399999976158,7697.199999928474,,13130.5,3729.700000047684
6265238.0,autonomous_car,5731.100000023842,3729.299999952316,3870.5,6481.100000023842,4630.5,4407.100000023842,3904.0,13130.5,,6757.600000023842
6265238.0,computer,4669.799999952316,3825.700000047684,6289.600000023842,5468.900000095367,10788.600000023842,4328.399999976158,3560.8000000715256,3729.700000047684,6757.600000023842,
6265236.0,robot,,4616.800000011921,5459.0,5961.0,4444.799999982119,5419.699999988079,6117.4000000059605,5901.9000000059605,9936.0,7469.90000000596
6265236.0,rock,4616.800000011921,,3903.5,42600.39999997616,7373.800000011921,3729.0,4215.299999982119,18271.70000001788,3127.5,3896.5
6265236.0,artificial_intelligence,5459.0,3903.5,,4035.2000000178814,4425.59999999404,3492.0,16439.70000001788,6245.699999988079,14541.09999999404,9385.69999998808
6265236.0,chimpanzee,5961.0,42600.39999997616,4035.2000000178814,,4990.4000000059605,4293.700000017881,2410.0,2852.0,2726.2999999821186,12334.0
6265236.0,jelly_fish,4444.799999982119,7373.800000011921,4425.59999999404,4990.4000000059605,,3596.300000011921,2403.0999999940395,8913.5,5925.5,7285.699999988079
6265236.0,virus,5419.699999988079,3729.0,3492.0,4293.700000017881,3596.300000011921,,4405.59999999404,2675.100000023842,5865.59999999404,14706.69999998808
6265236.0,human,6117.4000000059605,4215.299999982119,16439.70000001788,2410.0,2403.0999999940395,4405.59999999404,,52242.0,4800.5,45277.5
6265236.0,god,5901.9000000059605,18271.70000001788,6245.699999988079,2852.0,8913.5,2675.100000023842,52242.0,,95318.80000001192,2729.2000000178814
6265236.0,autonomous_car,9936.0,3127.5,14541.09999999404,2726.2999999821186,5925.5,5865.59999999404,4800.5,95318.80000001192,,6546.59999999404
6265236.0,computer,7469.90000000596,3896.5,9385.69999998808,12334.0,7285.699999988079,14706.69999998808,45277.5,2729.2000000178814,6546.59999999404,
6265241.0,robot,,4647.0,3927.0,3103.0,2844.0,4254.0,4405.0,2749.0,3946.0,4485.0
6265241.0,rock,4647.0,,3207.0,2669.0,34479.0,4996.0,2863.0,5867.0,3003.0,2670.0
6265241.0,artificial_intelligence,3927.0,3207.0,,3033.0,3895.0,3094.0,4523.0,5101.0,4664.0,8773.0
6265241.0,chimpanzee,3103.0,2669.0,3033.0,,3679.0,5478.0,2864.0,3198.0,5746.0,7713.0
6265241.0,jelly_fish,2844.0,34479.0,3895.0,3679.0,,2741.0,3286.0,3082.0,3119.0,2756.0
6265241.0,virus,4254.0,4996.0,3094.0,5478.0,2741.0,,7250.0,3107.0,10567.0,4566.0
6265241.0,human,4405.0,2863.0,4523.0,2864.0,3286.0,7250.0,,2912.0,16744.0,7339.0
6265241.0,god,2749.0,5867.0,5101.0,3198.0,3082.0,3107.0,2912.0,,2725.0,5433.0
6265241.0,autonomous_car,3946.0,3003.0,4664.0,5746.0,3119.0,10567.0,16744.0,2725.0,,4507.0
