part_id,words,reaction_time,words_left,words_right,left_score,right_score,left_score_binary,right_score_binary,sense_response
6136146.0,0,14945.0,robot,artificial_intelligence,-1,1,0,1,
6136146.0,1,6474.0,god,rock,1,-1,1,0,
6136146.0,2,6514.0,artificial_intelligence,god,1,-1,1,0,
6136146.0,3,3008.0,human,rock,3,-3,1,0,
6136146.0,4,7564.0,chimpanzee,jelly_fish,3,-3,1,0,
6136146.0,5,3498.0,robot,human,-3,3,0,1,
6136146.0,6,3247.0,jelly_fish,virus,1,-1,1,0,
6136146.0,7,6072.999999999985,autonomous_car,computer,-1,1,0,1,
6136146.0,8,2771.0,virus,robot,2,-2,1,0,
6136146.0,9,2460.0000000000146,rock,autonomous_car,-1,1,0,1,
6136146.0,10,3316.999999999985,rock,computer,-3,3,0,1,
6136146.0,11,2993.0,virus,human,-3,3,0,1,
6136146.0,12,5222.000000000015,virus,computer,1,-1,1,0,
6136146.0,13,4554.0,robot,computer,-2,2,0,1,
6136146.0,14,2956.0000000000146,jelly_fish,artificial_intelligence,-2,2,0,1,
6136146.0,15,1792.9999999999854,robot,god,-1,1,0,1,
6136146.0,16,2888.999999999985,chimpanzee,human,-3,3,0,1,
6136146.0,17,2585.0,god,computer,1,-1,1,0,
6136146.0,18,2537.0,jelly_fish,god,-1,1,0,1,
6136146.0,19,4249.0,chimpanzee,artificial_intelligence,2,-2,1,0,
6136146.0,20,3152.0,virus,artificial_intelligence,2,-2,1,0,
6136146.0,21,4731.0,chimpanzee,god,3,-3,1,0,
6136146.0,22,1514.999999999971,human,autonomous_car,3,-3,1,0,
6136146.0,23,2522.0,artificial_intelligence,rock,2,-2,1,0,
6136146.0,24,2522.999999999971,virus,rock,1,-1,1,0,
6136146.0,25,3436.999999999971,artificial_intelligence,autonomous_car,1,-1,1,0,
6136146.0,26,2322.0,artificial_intelligence,computer,1,-1,1,0,
6136146.0,27,2804.999999999971,god,autonomous_car,1,-1,1,0,
6136146.0,28,5367.0,chimpanzee,rock,3,-3,1,0,
6136146.0,29,1943.0,chimpanzee,virus,3,-3,1,0,
6136146.0,30,2200.0,human,computer,3,-3,1,0,
6136146.0,31,3949.0,human,god,3,-3,1,0,
6136146.0,32,5507.999999999971,jelly_fish,robot,1,-1,1,0,
6136146.0,33,3255.0,chimpanzee,computer,2,-2,1,0,
6136146.0,34,2182.0,robot,autonomous_car,1,-1,1,0,
6136146.0,35,1817.999999999971,jelly_fish,rock,1,-1,1,0,
6136146.0,36,2732.0,chimpanzee,robot,2,-2,1,0,
6136146.0,37,3567.0,virus,autonomous_car,1,-1,1,0,
6136146.0,38,6531.999999999971,jelly_fish,autonomous_car,-1,1,0,1,
6136146.0,39,3019.0,virus,god,2,-2,1,0,
6136146.0,40,2063.999999999971,jelly_fish,human,-3,3,0,1,
6136146.0,41,4058.999999999971,chimpanzee,autonomous_car,2,-2,1,0,
6136146.0,42,2378.0,jelly_fish,computer,-1,1,0,1,
6136146.0,43,3801.0,artificial_intelligence,human,-3,3,0,1,
6136146.0,44,8348.0,robot,rock,1,-1,1,0,
6136153.0,0,20440.200000047684,jelly_fish,computer,2,-2,1,0,
6136153.0,1,5237.100000023842,artificial_intelligence,human,-3,3,0,1,
6136153.0,2,4707.900000095367,chimpanzee,rock,2,-2,1,0,
6136153.0,3,16530.300000071526,rock,autonomous_car,-1,1,0,1,
6136153.0,4,9017.299999952316,human,god,2,-2,1,0,
6136153.0,5,4483.0,jelly_fish,autonomous_car,2,-2,1,0,
6136153.0,6,4189.100000023842,chimpanzee,artificial_intelligence,2,-2,1,0,
6136153.0,7,4586.700000047684,artificial_intelligence,computer,2,-2,1,0,
6136153.0,8,6528.800000071526,god,autonomous_car,2,-2,1,0,
6136153.0,9,3232.200000047684,god,rock,2,-2,1,0,
6136153.0,10,12713.600000023842,artificial_intelligence,rock,1,-1,1,0,
6136153.0,11,4649.100000023842,human,rock,3,-3,1,0,
6136153.0,12,4329.0,jelly_fish,god,2,-2,1,0,
6136153.0,13,6236.299999952316,artificial_intelligence,autonomous_car,2,-2,1,0,
6136153.0,14,4221.300000071526,jelly_fish,robot,2,-2,1,0,
6136153.0,15,4915.100000023842,robot,autonomous_car,1,-1,1,0,
6136153.0,16,4831.799999952316,jelly_fish,human,-2,2,0,1,
6136153.0,17,8098.600000023842,chimpanzee,computer,2,-2,1,0,
6136153.0,18,6405.5,jelly_fish,virus,2,-2,1,0,
6136153.0,19,9579.400000095367,rock,computer,1,-1,1,0,
6136153.0,20,4944.899999976158,virus,rock,1,-1,1,0,
6136153.0,21,3738.6999999284735,robot,rock,1,-1,1,0,
6136153.0,22,4438.200000047684,chimpanzee,virus,2,-2,1,0,
6136153.0,23,4097.899999976158,virus,autonomous_car,1,-1,1,0,
6136153.0,24,3019.0,human,computer,3,-3,1,0,
6136153.0,25,5170.200000047684,robot,computer,1,-1,1,0,
6136153.0,26,4247.199999928474,chimpanzee,jelly_fish,1,-1,1,0,
6136153.0,27,3872.600000023842,chimpanzee,robot,3,-3,1,0,
6136153.0,28,3561.2999999523163,god,computer,2,-2,1,0,
6136153.0,29,3458.399999976158,jelly_fish,rock,2,-2,1,0,
6136153.0,30,3380.099999904633,chimpanzee,autonomous_car,3,-3,1,0,
6136153.0,31,3844.8000000715256,robot,artificial_intelligence,-2,2,0,1,
