part_id,word,jelly_fish,robot,virus,chimpanzee,human,artificial_intelligence,god,rock,autonomous_car,computer
6136158.0,human,5107.300000000745,3081.300000000745,3119.300000000745,7019.900000002235,,3168.39999999851,7625.800000000745,4710.300000000745,4516.599999997765,4150.199999999255
6136158.0,artificial_intelligence,4402.5,3493.5,3973.800000000745,2121.400000002235,3168.39999999851,,2389.60000000149,3510.60000000149,3974.300000000745,2915.79999999702
6136158.0,god,38578.0,2375.5,2441.5,3630.699999999255,7625.800000000745,2389.60000000149,,2112.699999999255,2277.60000000149,3175.099999997765
6136158.0,rock,1978.4000000022352,2890.300000000745,2223.699999999255,2660.800000000745,4710.300000000745,3510.60000000149,2112.699999999255,,6633.699999999255,5641.20000000298
6136158.0,autonomous_car,3871.39999999851,6046.0,3170.60000000149,2304.900000002235,4516.599999997765,3974.300000000745,2277.60000000149,6633.699999999255,,3114.70000000298
6136158.0,computer,2542.5,3501.5,6190.10000000149,4683.199999999255,4150.199999999255,2915.79999999702,3175.099999997765,5641.20000000298,3114.70000000298,
6136154.0,jelly_fish,,9386.0,6263.199999999255,3382.89999999851,3393.900000002235,3155.800000000745,2457.0,4519.5,6395.699999999255,6152.70000000298
6136154.0,robot,9386.0,,3577.5,5610.599999997765,7153.39999999851,17472.900000002235,2904.5,2559.199999999255,3552.39999999851,7178.39999999851
6136154.0,virus,6263.199999999255,3577.5,,4448.0,4754.199999999255,5380.0,16186.300000000743,3591.800000000745,4642.20000000298,4123.29999999702
6136154.0,chimpanzee,3382.89999999851,5610.599999997765,4448.0,,3226.699999999255,5951.5,4094.599999997765,4067.800000000745,3834.10000000149,2937.0
6136154.0,human,3393.900000002235,7153.39999999851,4754.199999999255,3226.699999999255,,13475.599999997765,2401.89999999851,2238.400000002235,3258.300000000745,2807.699999999255
6136154.0,artificial_intelligence,3155.800000000745,17472.900000002235,5380.0,5951.5,13475.599999997765,,2953.300000000745,4405.20000000298,8349.199999999255,6096.0
6136154.0,god,2457.0,2904.5,16186.300000000743,4094.599999997765,2401.89999999851,2953.300000000745,,3484.199999999255,3227.0,3204.199999999255
6136154.0,rock,4519.5,2559.199999999255,3591.800000000745,4067.800000000745,2238.400000002235,4405.20000000298,3484.199999999255,,29912.800000000745,2997.699999999255
6136154.0,autonomous_car,6395.699999999255,3552.39999999851,4642.20000000298,3834.10000000149,3258.300000000745,8349.199999999255,3227.0,29912.800000000745,,12044.099999997765
6136154.0,computer,6152.70000000298,7178.39999999851,4123.29999999702,2937.0,2807.699999999255,6096.0,3204.199999999255,2997.699999999255,12044.099999997765,
6136170.0,jelly_fish,,1973.7999999523165,6520.0,2939.0,2749.100000023842,2580.399999976158,1992.200000047684,3055.899999976158,6130.199999928474,1831.0999999046328
6136170.0,robot,1973.7999999523165,,3455.7999999523163,6293.600000023842,2652.200000047684,7948.5,3768.200000047684,3521.600000023842,3542.700000047684,12231.800000071526
6136170.0,virus,6520.0,3455.7999999523163,,7928.599999904633,11257.300000071526,3624.600000023842,1872.8000000715256,2181.100000023842,6486.200000047684,1875.0
6136170.0,chimpanzee,2939.0,6293.600000023842,7928.599999904633,,3277.399999976158,2848.899999976158,3810.899999976158,1930.200000047684,5338.100000023842,1511.3000000715256
6136170.0,human,2749.100000023842,2652.200000047684,11257.300000071526,3277.399999976158,,5027.100000023842,7986.0,2671.2999999523163,1674.899999976158,4734.399999976158
6136170.0,artificial_intelligence,2580.399999976158,7948.5,3624.600000023842,2848.899999976158,5027.100000023842,,3116.200000047684,4423.899999976158,2128.700000047684,2631.6999999284744
6136170.0,god,1992.200000047684,3768.200000047684,1872.8000000715256,3810.899999976158,7986.0,3116.200000047684,,2469.399999976158,3845.0,6980.5
6136170.0,rock,3055.899999976158,3521.600000023842,2181.100000023842,1930.200000047684,2671.2999999523163,4423.899999976158,2469.399999976158,,6330.299999952316,1599.0
6136170.0,autonomous_car,6130.199999928474,3542.700000047684,6486.200000047684,5338.100000023842,1674.899999976158,2128.700000047684,3845.0,6330.299999952316,,1895.1999999284744
6136170.0,computer,1831.0999999046328,12231.800000071526,1875.0,1511.3000000715256,4734.399999976158,2631.6999999284744,6980.5,1599.0,1895.1999999284744,
6136164.0,jelly_fish,,6467.700000000186,105149.90000000036,20121.599999999627,5471.0,30879.10000000056,11954.700000000186,4998.100000000559,7696.0,4343.200000000186
